ISO_639,Language_Name,Uninverted_Name,Country_Code,Country_Name,Region_Code,Region_Name,Area,L1_Users,Digits,All_Users,Countries,Family,Classification,Latitude,Longitude,EGIDS,Is_Written,Institutional,Developing,Vigorous,In_Trouble,Dying,Extinct
act,Achterhoeks,Achterhoeks,NL,Netherlands,WEU,Western Europe,Europe,,,,1,Indo-European,"Indo-European, Germanic, West, Low Saxon-Low Franconian, Low Saxon",52.0486,6.4584,5,T,0,1,0,0,0,0
acu,Achuar-Shiwiar,Achuar-Shiwiar,EC,Ecuador,SAM,South America,Americas,10620,5,10620,2,Jivaroan,"Jivaroan, Jívaro",-2.7442,-77.3422,5,T,0,1,0,0,0,0
acv,Achumawi,Achumawi,US,United States,NAM,Northern America,Americas,10,2,10,1,Palaihnihan,Palaihnihan,41.105,-121.1838,8b,F,0,0,0,0,1,0
acw,"Arabic, Hijazi Spoken",Hijazi Spoken Arabic,SA,Saudi Arabia,WAS,Western Asia,Asia,6031700,7,6031700,2,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",23.6989,39.1774,6a,F,0,0,1,0,0,0
acx,"Arabic, Omani Spoken",Omani Spoken Arabic,OM,Oman,WAS,Western Asia,Asia,1090900,7,1090900,3,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",23.3078,57.6519,6a,T,0,0,1,0,0,0
acy,"Arabic, Cypriot Spoken",Cypriot Spoken Arabic,CY,Cyprus,WAS,Western Asia,Asia,9760,4,9760,1,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",35.3533,33.0082,8a,T,0,0,0,0,1,0
acz,Acheron,Acheron,SD,Sudan,NAF,Northern Africa,Africa,20000,5,20000,1,Niger-Congo,"Niger-Congo, Kordofanian, Talodi, Talodi Proper, Tocho",10.893,30.1946,5,T,0,1,0,0,0,0
ada,Dangme,Dangme,GH,Ghana,WAF,Western Africa,Africa,1020000,7,1020000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Ga-Dangme",5.9444,0.1316,4,T,1,0,0,0,0,0
adb,Adabe,Adabe,TL,East Timor,SEA,South-Eastern Asia,Asia,5000,4,5000,1,Trans-New Guinea,"Trans-New Guinea, West, Timor-Alor-Pantar, Timor",-8.2302,125.5844,6a,T,0,0,1,0,0,0
add,Dzodinka,Dzodinka,CM,Cameroon,MAF,Middle Africa,Africa,2600,4,2600,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe",6.7099,10.8886,6a,T,0,0,1,0,0,0
ade,Adele,Adele,TG,Togo,WAF,Western Africa,Africa,37400,5,37400,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Basila-Adele",8.1705,0.6357,5,T,0,1,0,0,0,0
adf,"Arabic, Dhofari Spoken",Dhofari Spoken Arabic,OM,Oman,WAS,Western Asia,Asia,70000,5,70000,1,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",17.0796,54.4894,6a,F,0,0,1,0,0,0
adg,Andegerebinha,Andegerebinha,AU,Australia,ANZ,Australia and New Zealand,Pacific,10,2,10,1,Australian,"Australian, Pama-Nyungan, Arandic",-22.4661,137.3786,8b,F,0,0,0,0,1,0
adh,Adhola,Adhola,UG,Uganda,EAF,Eastern Africa,Africa,360000,6,360000,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Nilotic, Western, Luo, Southern, Adhola",0.7181,34.0296,5,T,0,1,0,0,0,0
adi,Adi,Adi,IN,India,SAS,Southern Asia,Asia,100190,6,100190,2,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani",28.8208,94.3054,5,T,0,1,0,0,0,0
adj,Adioukrou,Adioukrou,CI,Côte d’Ivoire,WAF,Western Africa,Africa,100000,6,100000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Agneby",5.3771,-4.5249,5,T,0,1,0,0,0,0
adl,"Adi, Galo",Galo Adi,IN,India,SAS,Southern Asia,Asia,30000,5,30000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani",28.1066,94.7992,5,T,0,1,0,0,0,0
adn,Adang,Adang,ID,Indonesia,SEA,South-Eastern Asia,Asia,3000,4,3000,1,Trans-New Guinea,"Trans-New Guinea, West, Timor-Alor-Pantar, Alor-Pantar, Alor",-8.1891,124.4526,6b,F,0,0,0,1,0,0
ado,Abu,Abu,PG,Papua New Guinea,MEL,Melanesia,Pacific,4200,4,4200,1,Ramu-Lower Sepik,"Ramu-Lower Sepik, Ramu, Grass",-4.2386,144.4958,6a,T,0,0,1,0,0,0
adq,Adangbe,Adangbe,GH,Ghana,WAF,Western Africa,Africa,4000,4,4000,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Kposo-Ahlo-Bowili",6.3699,0.7633,6b,F,0,0,0,1,0,0
adr,Adonara,Adonara,ID,Indonesia,SEA,South-Eastern Asia,Asia,98000,5,98000,1,Austronesian,,-8.3283,123.1648,6a,F,0,0,1,0,0,0
ads,Adamorobe Sign Language,Adamorobe Sign Language,GH,Ghana,WAF,Western Africa,Africa,41,2,41,1,Sign language,Sign language,5.834,-0.151,6b,F,0,0,0,1,0,0
adt,Adnyamathanha,Adnyamathanha,AU,Australia,ANZ,Australia and New Zealand,Pacific,110,3,110,1,Australian,"Australian, Pama-Nyungan, South-West, Yura",-30.2083,138.6913,8b,F,0,0,0,0,1,0
adu,Aduge,Aduge,NG,Nigeria,WAF,Western Africa,Africa,1900,4,1900,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern",7.6352,6.1149,6a,F,0,0,1,0,0,0
adw,Amundava,Amundava,BR,Brazil,SAM,South America,Americas,83,2,83,1,Tupian,"Tupian, Tupí-Guaraní, Kawahib, Parintintin",-10.5446,-63.7199,6b,F,0,0,0,1,0,0
adx,"Tibetan, Amdo",Amdo Tibetan,CN,China,EAS,Eastern Asia,Asia,1800000,7,1800000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Amdo",34.7339,100.4574,6a,T,0,0,1,0,0,0
ady,Adyghe,Adyghe,RU,Russian Federation,EEU,Eastern Europe,Europe,585500,6,585500,7,North Caucasian,"North Caucasian, West Caucasian, Circassian",44.4237,40.2288,2,T,1,0,0,0,0,0
adz,Adzera,Adzera,PG,Papua New Guinea,MEL,Melanesia,Pacific,30000,5,30000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Upper",-6.3408,146.2702,4,T,1,0,0,0,0,0
aea,Areba,Areba,AU,Australia,ANZ,Australia and New Zealand,Pacific,0,0,0,1,Australian,"Australian, Pama-Nyungan, Paman, Norman Pama",-16.9412,141.4462,x10,F,0,0,0,0,0,1
aeb,"Arabic, Tunisian Spoken",Tunisian Spoken Arabic,TN,Tunisia,NAF,Northern Africa,Africa,11440900,8,11440900,1,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",34.1204,9.5726,3,T,1,0,0,0,0,0
aec,"Arabic, Sa’idi Spoken",Sa’idi Spoken Arabic,EG,Egypt,NAF,Northern Africa,Africa,20300000,8,20300000,1,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",25.4132,30.5302,6a,T,0,0,1,0,0,0
aed,Argentine Sign Language,Argentine Sign Language,AR,Argentina,SAM,South America,Americas,,,,1,Sign language,Sign language,-34.7969,-59.1798,6a,F,0,0,1,0,0,0
aee,"Pashai, Northeast",Northeast Pashai,AF,Afghanistan,SAS,Southern Asia,Asia,54400,5,54400,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Northwestern , Dardic, Pashai",34.7883,70.7989,6a,F,0,0,1,0,0,0
aek,Haeke,Haeke,NC,New Caledonia,MEL,Melanesia,Pacific,300,3,300,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Haekic",-21.0723,164.8682,8b,F,0,0,0,0,1,0
ael,Ambele,Ambele,CM,Cameroon,MAF,Middle Africa,Africa,2600,4,2600,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Western Momo",5.9754,9.6597,6a,F,0,0,1,0,0,0
aem,Arem,Arem,VN,Viet Nam,SEA,South-Eastern Asia,Asia,270,3,270,2,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Viet-Muong, Chut",18.1381,105.4515,8b,F,0,0,0,0,1,0
aen,Armenian Sign Language,Armenian Sign Language,AM,Armenia,WAS,Western Asia,Asia,,,,1,Sign language,Sign language,40.1002,44.4767,6a,F,0,0,1,0,0,0
aeq,Aer,Aer,PK,Pakistan,SAS,Southern Asia,Asia,100,3,100,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Gujarati",25.1692,69.5458,6b,F,0,0,0,1,0,0
aer,"Arrernte, Eastern",Eastern Arrernte,AU,Australia,ANZ,Australia and New Zealand,Pacific,2380,4,2380,1,Australian,"Australian, Pama-Nyungan, Arandic",-23.358,135.0487,4,T,1,0,0,0,0,0
aeu,Akeu,Akeu,CN,China,EAS,Eastern Asia,Asia,12400,5,12400,4,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",22.1959,101.0823,5,T,0,1,0,0,0,0
aew,Ambakich,Ambakich,PG,Papua New Guinea,MEL,Melanesia,Pacific,770,3,770,1,Ramu-Lower Sepik,"Ramu-Lower Sepik, Ramu, Grass",-4.2309,144.3055,7,F,0,0,0,1,0,0
aey,Amele,Amele,PG,Papua New Guinea,MEL,Melanesia,Pacific,5300,4,5300,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Gum",-5.2765,145.7044,5,T,0,1,0,0,0,0
aez,Aeka,Aeka,PG,Papua New Guinea,MEL,Melanesia,Pacific,3400,4,3400,1,Trans-New Guinea,"Trans-New Guinea, Greater Binanderean, Binanderean, Nuclear Binanderean, South Binanderean, Orokaivan",-8.6272,147.9861,5,T,0,1,0,0,0,0
afb,"Arabic, Gulf Spoken",Gulf Spoken Arabic,KW,Kuwait,WAS,Western Asia,Asia,6779000,7,6779000,10,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",20.9416,56.261,3,T,1,0,0,0,0,0
afd,Andai,Andai,PG,Papua New Guinea,MEL,Melanesia,Pacific,400,3,400,1,Arafundi,Arafundi,-4.9156,143.5354,6a,F,0,0,1,0,0,0
afe,Utugwang-Irungene-Afrike,Utugwang-Irungene-Afrike,NG,Nigeria,WAF,Western Africa,Africa,70000,5,70000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",6.6134,8.982,6a,T,0,0,1,0,0,0
afg,Afghan Sign Language,Afghan Sign Language,AF,Afghanistan,SAS,Southern Asia,Asia,1000,4,1000,1,Sign language,Sign language,34.3308,70.3454,5,F,0,1,0,0,0,0
afi,Chini,Chini,PG,Papua New Guinea,MEL,Melanesia,Pacific,75,2,75,1,Ramu-Lower Sepik,"Ramu-Lower Sepik, Ramu, Tamolan",-4.8885,144.8235,7,F,0,0,0,1,0,0
afk,Nanubae,Nanubae,PG,Papua New Guinea,MEL,Melanesia,Pacific,1270,4,1270,1,Arafundi,Arafundi,-4.6953,143.6077,6a,F,0,0,1,0,0,0
afn,Defaka,Defaka,NG,Nigeria,WAF,Western Africa,Africa,200,3,200,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Ijoid, Defaka",4.5871,7.5009,8b,F,0,0,0,0,1,0
afo,Eloyi,Eloyi,NG,Nigeria,WAF,Western Africa,Africa,25000,5,25000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Eloyi",8.2505,7.9592,6a,F,0,0,1,0,0,0
afp,Tapei,Tapei,PG,Papua New Guinea,MEL,Melanesia,Pacific,290,3,290,1,Arafundi,Arafundi,-4.7734,143.606,6a,F,0,0,1,0,0,0
afr,Afrikaans,Afrikaans,ZA,South Africa,SAF,Southern Africa,Africa,7237060,7,17537060,6,Indo-European,"Indo-European, Germanic, West, Low Saxon-Low Franconian, Low Franconian",-26.3346,21.6189,1,T,1,0,0,0,0,0
afs,Afro-Seminole Creole,Afro-Seminole Creole,MX,Mexico,CAM,Central America,Americas,200,3,200,2,Creole,"Creole, English based, Atlantic, Eastern, Northern",28.3808,-102.0136,8a,F,0,0,0,0,1,0
aft,Afitti,Afitti,SD,Sudan,NAF,Northern Africa,Africa,4000,4,4000,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Northern (k languages), Nyimang",12.4439,30.765,6b,F,0,0,0,1,0,0
afu,Awutu,Awutu,GH,Ghana,WAF,Western Africa,Africa,129000,6,129000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, South Guang",5.4244,-0.5955,5,T,0,1,0,0,0,0
afz,Obokuitai,Obokuitai,ID,Indonesia,SEA,South-Eastern Asia,Asia,120,3,120,1,Lakes Plain,"Lakes Plain, Tariku, East",-2.8774,137.9535,6b,T,0,0,0,1,0,0
aga,Aguano,Aguano,PE,Peru,SAM,South America,Americas,0,0,,1,Unclassified,Unclassified,-4.5559,-74.1248,9,F,0,0,0,0,1,0
agb,Legbo,Legbo,NG,Nigeria,WAF,Western Africa,Africa,60000,5,60000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Mbembe-Legbo, Legbo",5.9323,8.0205,6a,F,0,0,1,0,0,0
agc,Agatu,Agatu,NG,Nigeria,WAF,Western Africa,Africa,70000,5,70000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Idoma",7.9076,7.7529,6a,T,0,0,1,0,0,0
agd,Agarabi,Agarabi,PG,Papua New Guinea,MEL,Melanesia,Pacific,27000,5,27000,1,Trans-New Guinea,"Trans-New Guinea, Kainantu-Goroka, Kainantu, Gadsup-Auyana-Awa",-6.1926,145.9113,5,T,0,1,0,0,0,0
age,Angal,Angal,PG,Papua New Guinea,MEL,Melanesia,Pacific,18600,5,18600,1,Trans-New Guinea,"Trans-New Guinea, Engan, Angal-Kewa",-6.0191,143.6071,5,T,0,1,0,0,0,0
agf,Arguni,Arguni,ID,Indonesia,SEA,South-Eastern Asia,Asia,150,3,150,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, North Bomberai",-2.6647,132.5472,6b,F,0,0,0,1,0,0
agg,Angor,Angor,PG,Papua New Guinea,MEL,Melanesia,Pacific,1270,4,1270,1,Senagi,Senagi,-3.7124,141.1986,5,T,0,1,0,0,0,0
agh,Ngelima,Ngelima,CD,Democratic Republic of the Congo,MAF,Middle Africa,Africa,13600,5,13600,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Ngombe (C.45)",1.6747,24.7062,6a,F,0,0,1,0,0,0
agi,Agariya,Agariya,IN,India,SAS,Southern Asia,Asia,72000,5,72000,1,Austro-Asiatic,"Austro-Asiatic, Munda, North Munda, Kherwari",24.55,81.9174,6a,F,0,0,1,0,0,0
agj,Argobba,Argobba,ET,Ethiopia,EAF,Eastern Africa,Africa,43700,5,46940,1,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Amharic-Argobba",10.6501,40.0059,4,F,1,0,0,0,0,0
agk,"Agta, Isarog",Isarog Agta,PH,Philippines,SEA,South-Eastern Asia,Asia,5,1,5,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine, Bikol, Coastal, Naga",13.6508,123.3356,8b,F,0,0,0,0,1,0
agl,Fembe,Fembe,PG,Papua New Guinea,MEL,Melanesia,Pacific,350,3,350,1,Trans-New Guinea,"Trans-New Guinea, East Strickland",-5.707,142.2557,6a,F,0,0,1,0,0,0
agm,Angaataha,Angaataha,PG,Papua New Guinea,MEL,Melanesia,Pacific,2100,4,2100,1,Trans-New Guinea,"Trans-New Guinea, Angan, Angaatiha",-7.2062,146.2353,5,T,0,1,0,0,0,0
agn,Agutaynen,Agutaynen,PH,Philippines,SEA,South-Eastern Asia,Asia,15000,5,15000,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Kalamian",10.3798,119.4323,5,T,0,1,0,0,0,0
ago,Tainae,Tainae,PG,Papua New Guinea,MEL,Melanesia,Pacific,1000,4,1000,1,Trans-New Guinea,"Trans-New Guinea, Angan, Nuclear Angan",-7.418,145.7026,6a,T,0,0,1,0,0,0
agq,Aghem,Aghem,CM,Cameroon,MAF,Middle Africa,Africa,26700,5,26700,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, West",6.3874,10.0755,5,T,0,1,0,0,0,0
agr,Awajún,Awajún,PE,Peru,SAM,South America,Americas,53600,5,53600,1,Jivaroan,Jivaroan,-5.2412,-77.9922,4,T,1,0,0,0,0,0
ags,Esimbi,Esimbi,CM,Cameroon,MAF,Middle Africa,Africa,20000,5,20000,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",6.5039,9.8544,6a,T,0,0,1,0,0,0
agt,"Agta, Central Cagayan",Central Cagayan Agta,PH,Philippines,SEA,South-Eastern Asia,Asia,780,3,780,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Northern Cordilleran, Cagayan Valley, Ibanagic, Gaddangic",17.9601,121.8673,5,T,0,1,0,0,0,0
agu,Awakateko,Awakateko,GT,Guatemala,CAM,Central America,Americas,18000,5,18000,1,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, Mamean, Awakateko-Ixil",15.3387,-91.3166,4,T,1,0,0,0,0,0
agv,"Dumagat, Remontado",Remontado Dumagat,PH,Philippines,SEA,South-Eastern Asia,Asia,2530,4,2530,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Central Luzon, Sinauna",14.6481,121.4329,8a,F,0,0,0,0,1,0
agw,Kahua,Kahua,SB,Solomon Islands,MEL,Melanesia,Pacific,5170,4,5170,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, San Cristobal",-10.6803,162.1636,5,T,0,1,0,0,0,0
agx,Aghul,Aghul,RU,Russian Federation,EEU,Eastern Europe,Europe,29300,5,29300,1,North Caucasian,"North Caucasian, East Caucasian, Lezgic, Nuclear Lezgic, East Lezgic",41.9308,47.554,6a,T,0,0,1,0,0,0
agy,"Alta, Southern",Southern Alta,PH,Philippines,SEA,South-Eastern Asia,Asia,1000,4,1000,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Meso-Cordilleran, Alta",15.1895,121.0561,6a,T,0,0,1,0,0,0
agz,"Agta, Mt. Iriga",Mt. Iriga Agta,PH,Philippines,SEA,South-Eastern Asia,Asia,1500,4,1500,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine, Bikol, Inland",13.4408,123.4706,6a,F,0,0,1,0,0,0
aha,Ahanta,Ahanta,GH,Ghana,WAF,Western Africa,Africa,175000,6,175000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Central, Bia, Southern",4.8596,-1.9448,5,T,0,1,0,0,0,0
ahb,Axamb,Axamb,VU,Vanuatu,MEL,Melanesia,Pacific,750,3,750,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal",-16.4951,167.706,6a,T,0,0,1,0,0,0
ahg,Qimant,Qimant,ET,Ethiopia,EAF,Eastern Africa,Africa,1650,4,4830,1,Afro-Asiatic,"Afro-Asiatic, Cushitic, Central, Western",12.8144,37.0648,8b,T,0,0,0,0,1,0
ahh,Aghu,Aghu,ID,Indonesia,SEA,South-Eastern Asia,Asia,3000,4,3000,1,Trans-New Guinea,"Trans-New Guinea, Ok-Awyu, Awyu-Dumut, Awyu",-6.3452,140.0994,6b,F,0,0,0,1,0,0
ahi,"Aizi, Tiagbamrin",Tiagbamrin Aizi,CI,Côte d’Ivoire,WAF,Western Africa,Africa,9000,4,9000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Aizi",5.2662,-4.6399,6a,F,0,0,1,0,0,0
ahk,Akha,Akha,MM,Myanmar,SEA,South-Eastern Asia,Asia,563960,6,563960,5,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",20.9274,100.1019,3,T,1,0,0,0,0,0
ahl,Igo,Igo,TG,Togo,WAF,Western Africa,Africa,7600,4,7600,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Kposo-Ahlo-Bowili",7.2504,0.6796,5,T,0,1,0,0,0,0
ahm,"Aizi, Mobumrin",Mobumrin Aizi,CI,Côte d’Ivoire,WAF,Western Africa,Africa,2000,4,2000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Aizi",5.2713,-4.4727,6a,F,0,0,1,0,0,0
ahn,Àhàn,Àhàn,NG,Nigeria,WAF,Western Africa,Africa,300,3,300,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Ayere-Ahan",7.7516,5.8237,6a,F,0,0,1,0,0,0
aho,Ahom,Ahom,IN,India,SAS,Southern Asia,Asia,0,0,,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai, Southwestern",26.5393,92.5378,9,T,0,0,0,0,1,0
ahp,"Aizi, Aproumu",Aproumu Aizi,CI,Côte d’Ivoire,WAF,Western Africa,Africa,6500,4,6500,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Aizi",5.2126,-4.524,6a,F,0,0,1,0,0,0
ahr,Ahirani,Ahirani,IN,India,SAS,Southern Asia,Asia,1870000,7,1870000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Khandesi",20.5031,74.9743,6a,F,0,0,1,0,0,0
ahs,Ashe,Ashe,NG,Nigeria,WAF,Western Africa,Africa,40000,5,40000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Western, Northwestern, Koro",9.258,7.743,6a,T,0,0,1,0,0,0
aht,Ahtena,Ahtena,US,United States,NAM,Northern America,Americas,80,2,80,1,Eyak-Athabaskan,"Eyak-Athabaskan, Athabaskan, Northern Athabaskan",61.2589,-144.4034,8a,F,0,0,0,0,1,0
aia,Arosi,Arosi,SB,Solomon Islands,MEL,Melanesia,Pacific,6750,4,6750,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, San Cristobal",-10.2441,161.4315,5,T,0,1,0,0,0,0
aib,Ainu,Ainu,CN,China,EAS,Eastern Asia,Asia,6570,4,6570,1,Turkic,"Turkic, Eastern",38.4055,77.2202,6b,F,0,0,0,1,0,0
aic,Ainbai,Ainbai,PG,Papua New Guinea,MEL,Melanesia,Pacific,100,3,100,1,Border,"Border, Bewani",-3.0762,141.1173,8a,F,0,0,0,0,1,0
aid,Alngith,Alngith,AU,Australia,ANZ,Australia and New Zealand,Pacific,0,0,0,1,Australian,"Australian, Pama-Nyungan, Paman, Northern Pama",-13.1506,141.8628,x10,F,0,0,0,0,0,1
aie,Amara,Amara,PG,Papua New Guinea,MEL,Melanesia,Pacific,230,3,230,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Amara",-5.5548,148.6797,7,T,0,0,0,1,0,0
aif,Agi,Agi,PG,Papua New Guinea,MEL,Melanesia,Pacific,960,3,960,1,Torricelli,"Torricelli, Wapei-Palei, Palei",-3.4934,142.4198,6a,F,0,0,1,0,0,0
aig,Antigua and Barbuda Creole English,Antigua and Barbuda Creole English,AG,Antigua and Barbuda,CAR,Caribbean,Americas,147520,6,147520,7,Creole,"Creole, English based, Atlantic, Eastern, Southern",17.0776,-61.8,3,T,1,0,0,0,0,0
aih,Ai-Cham,Ai-Cham,CN,China,EAS,Eastern Asia,Asia,2700,4,2700,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Kam-Sui",25.4887,107.8381,6b,F,0,0,0,1,0,0
aii,Assyrian Neo-Aramaic,Assyrian Neo-Aramaic,IQ,Iraq,WAS,Western Asia,Asia,598000,6,598000,5,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",37.4394,45.1518,5,T,0,1,0,0,0,0
aij,Lishanid Noshan,Lishanid Noshan,IL,Israel,WAS,Western Asia,Asia,2200,4,2200,1,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",32.4578,35.5113,7,T,0,0,0,1,0,0
aik,Ake,Ake,NG,Nigeria,WAF,Western Africa,Africa,3000,4,3000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Western, Southwestern, B",8.5902,8.7631,6a,F,0,0,1,0,0,0
ail,Aimele,Aimele,PG,Papua New Guinea,MEL,Melanesia,Pacific,140,3,140,1,Trans-New Guinea,"Trans-New Guinea, Bosavi",-6.7313,142.6612,7,F,0,0,0,1,0,0
aim,Aimol,Aimol,IN,India,SAS,Southern Asia,Asia,2640,4,2640,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern",24.4861,94.0349,5,T,0,1,0,0,0,0
ain,Ainu,Ainu,JP,Japan,EAS,Eastern Asia,Asia,10,2,10,1,Language isolate,Language isolate,43.0553,142.8746,8b,T,0,0,0,0,1,0
aio,Aiton,Aiton,IN,India,SAS,Southern Asia,Asia,1500,4,1500,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai, Southwestern",26.3535,93.9212,6b,T,0,0,0,1,0,0
aip,Burumakok,Burumakok,ID,Indonesia,SEA,South-Eastern Asia,Asia,40,2,40,1,Trans-New Guinea,"Trans-New Guinea, Ok-Awyu, Ok, Western",-4.931,140.1059,8b,F,0,0,0,0,1,0
aiq,Aimaq,Aimaq,AF,Afghanistan,SAS,Southern Asia,Asia,701000,6,701000,2,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",34.4552,64.4504,6a,F,0,0,1,0,0,0
